date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:13:42	96043/96043	U-----	200	untouched ('')	image/jpeg	date:Tue,%2020%20Jun%202017%2002:27:07%20GMT	http://connectionpoint4u.com/cms-assets/zoom-cropped-images/464535_174_e8c4cd.jpg?rand=0.07096996162473812	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/zoom-cropped-images/464535_174_e8c4cd99ff.jpg	(from http://connectionpoint4u.com/)
09:13:43	13434/13434	U--MC-	200	updated ('OK')	text/html	date:Mon,%2014%20Aug%202017%2013:13:39%20GMT	http://connectionpoint4u.com/contactpage.php	D:/Websites/CPC%20Old/connectionpoint4u.com/contactpage.html	(from http://connectionpoint4u.com/)
09:13:44	8929/8929	U-----	200	untouched ('')	image/png	date:Tue,%2011%20Apr%202017%2019:03:30%20GMT	http://connectionpoint4u.com/cms-assets/images/464444.igglyphfill.png	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/images/464444.igglyphfill.png	(from http://connectionpoint4u.com/)
09:13:44	3977/3977	U-----	200	untouched ('')	image/png	date:Fri,%2010%20Jan%202014%2005:05:33%20GMT	http://connectionpoint4u.com/~connectp/cms-assets/images/980189.youtube.png	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/cms-assets/images/980189.youtube.png	(from http://connectionpoint4u.com/)
09:13:44	21664/21664	U--MC-	200	updated ('OK')	text/html	date:Mon,%2014%20Aug%202017%2013:13:40%20GMT	http://connectionpoint4u.com/~connectp/takesonetonoone.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/takesonetonoone.html	(from http://connectionpoint4u.com/)
09:13:44	29926/29926	U-----	200	untouched ('')	image/jpeg	etag:%227c6e19d-74e6-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/BG.jpg	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/BG.jpg	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:44	14949/14949	U-----	200	untouched ('')	image/png	etag:%227c6e1a1-3a65-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/diag-bg.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/diag-bg.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:45	159/159	U-----	200	untouched ('')	image/png	etag:%227c6e18d-9f-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/divider-vertical.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/divider-vertical.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:45	21491/21491	U--MC-	200	updated ('OK')	text/html	date:Mon,%2014%20Aug%202017%2013:13:42%20GMT	http://connectionpoint4u.com/~connectp/head.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/head.html	(from http://connectionpoint4u.com/)
09:13:45	485/485	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:45%20GMT	http://cdn.mybridgeelement.com/_cornerstone/js/misc/PIE.htc	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/js/misc/PIE.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:45	488/488	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:45%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/dropcap.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/dropcap.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:45	492/492	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:45%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/thumb-90x90.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/thumb-90x90.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:45	890/890	U-----	200	untouched ('')	image/png	etag:%227c6e199-37a-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/BE-slider.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/BE-slider.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:46	6146/6146	U-----	200	untouched ('')	image/png	etag:%227c6e187-1802-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/scroll-arrows.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/scroll-arrows.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:46	492/492	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:45%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/thumb-64x64.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/thumb-64x64.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:46	494/494	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:46%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/thumb-614x270.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/thumb-614x270.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:46	501/501	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:46%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/menu-2col-bg-462x162.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/menu-2col-bg-462x162.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:46	501/501	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:46%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/menu-3col-bg-298x122.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/menu-3col-bg-298x122.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:46	501/501	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:46%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/menu-4col-bg-203-122.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/menu-4col-bg-203-122.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:47	492/492	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:46%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/thumb-78x78.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/thumb-78x78.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:47	506/506	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:47%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/comment-border-left-right.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/comment-border-left-right.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:47	499/499	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:47%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/comment-border-top.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/comment-border-top.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:47	4248/4248	U-----	200	untouched ('')	image/png	etag:%2286d692e9b9a3fa39%22	https://en.facebookbrand.com/wp-content/uploads/2016/05/FB-fLogo-Blue-broadcast-2.png	D:/Websites/CPC%20Old/en.facebookbrand.com/wp-content/uploads/2016/05/FB-fLogo-Blue-broadcast-2.png	(from http://connectionpoint4u.com/)
09:13:48	502/502	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:48%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/comment-border-bottom.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/comment-border-bottom.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:48	494/494	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:48%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/comment-arrow.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/comment-arrow.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:48	513/513	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:48%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/comment-replay-border-left-right.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/comment-replay-border-left-right.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:49	498/498	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:49%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/categorie-list-bg.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/categorie-list-bg.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:49	494/494	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:49%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/thumb-150x150.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/thumb-150x150.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:49	30598/30598	---M--	200	added ('OK')	image/jpeg	date:Sun,%2013%20Aug%202017%2021:51:52%20GMT	http://connectionpoint4u.com/cms-assets/zoom-cropped-images/464544_95_e8fb9e.jpg?rand=0.4592115360219622	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/zoom-cropped-images/464544_95_e8fb9eb1f7.jpg	(from http://connectionpoint4u.com/media.php)
09:13:49	10847/10847	U-----	200	untouched ('')	image/png	etag:%227c6e19c-2a5f-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/Mask.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/Mask.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:49	7976/7976	U-----	200	untouched ('')	image/png	etag:%227c6e18c-1f28-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/MaskContent.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/MaskContent.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:49	29688/29688	U-----	200	untouched ('')	image/png	etag:%227c6e1a0-73f8-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/menu-category-bg.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/menu-category-bg.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:50	1962/1962	U-----	200	untouched ('')	image/png	etag:%227c6e192-7aa-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/icon-cloud.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/icon-cloud.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:50	1600/1600	U-----	200	untouched ('')	image/png	etag:%227c6e18e-640-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/callendar-events.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/callendar-events.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:50	21405/21405	---MC-	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202017%2013:13:47%20GMT	http://connectionpoint4u.com/~connectp/wecan'tstayhere.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/wecan'tstayhere.html	(from http://connectionpoint4u.com/media.php)
09:13:50	956/956	U-----	200	untouched ('')	image/png	etag:%227c6e184-3bc-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/bullet-arrows.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/bullet-arrows.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:50	1684/1684	U-----	200	untouched ('')	image/png	etag:%227c6e195-694-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/media/media_slice.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/media/media_slice.png	(from http://cdn.mybridgeelement.com/_cornerstone/media.css)
09:13:50	2606/2606	U-----	200	untouched ('')	image/png	etag:%227c6e19a-a2e-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/icon-testimonial.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/icon-testimonial.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
09:13:50	487/487	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:50%20GMT	http://cdn.mybridgeelement.com/_cornerstone/media/bigplay.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/media/bigplay.html	(from http://cdn.mybridgeelement.com/_cornerstone/media/mediaelementplayer.min.css)
09:13:51	490/490	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:50%20GMT	http://cdn.mybridgeelement.com/_cornerstone/media/background.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/media/background.html	(from http://cdn.mybridgeelement.com/_cornerstone/media/mediaelementplayer.min.css)
09:13:51	689/689	U-----	200	untouched ('')	image/png	etag:%227c6e194-2b1-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/media/controls.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/media/controls.png	(from http://cdn.mybridgeelement.com/_cornerstone/media/mediaelementplayer.min.css)
09:13:51	487/487	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:51%20GMT	http://cdn.mybridgeelement.com/_cornerstone/media/loading.gif	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/media/loading.html	(from http://cdn.mybridgeelement.com/_cornerstone/media/mediaelementplayer.min.css)
09:13:51	54173/54173	U-----	200	untouched ('')	image/jpeg	date:Sat,%2027%20Jun%202015%2014:55:17%20GMT	http://connectionpoint4u.com/cms-assets/images/832891.coffee-and-donuts.jpg	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/images/832891.coffee-and-donuts.jpg	(from http://connectionpoint4u.com/whattoexpect.php)
09:13:51	33310/33310	U-----	200	untouched ('')	image/jpeg	date:Wed,%2025%20Jan%202017%2015:24:36%20GMT	http://connectionpoint4u.com/cms-assets/zoom-cropped-images/464537_42_staff-image.jpg?rand=0.3318989708919753	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/zoom-cropped-images/464537_42_staff-imaged4b0.jpg	(from http://connectionpoint4u.com/staff.php)
09:13:51	115548/115548	U-----	200	untouched ('OK')	text/html	date:Mon,%2002%20Sep%202013%2020:56:05%20GMT	http://connectionpoint4u.com/~connectp/cms-assets/zoom-cropped-images/464539_1_e5af7d.13187432-digital-illustration-dna-stru?rand=0.850122133269906	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/cms-assets/zoom-cropped-images/464539_1_e5af7d57b0.html	(from http://connectionpoint4u.com/kids.php)
09:13:51	117472/117472	U-----	200	untouched ('')	image/png	date:Thu,%2018%20Feb%202016%2019:41:16%20GMT	http://connectionpoint4u.com/cms-assets/zoom-cropped-images/512213_6_e6ca51.png?rand=0.2437370094720524	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/zoom-cropped-images/512213_6_e6ca51baeb.png	(from http://connectionpoint4u.com/location2014.php)
09:13:51	1150/1150	U-----	200	untouched ('')	image/x-icon	date:Tue,%2007%20Jan%202014%2014:08:55%20GMT	http://connectionpoint4u.com/~connectp/favicon.ico	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/favicon.ico	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
09:13:51	141/141	U-----	200	untouched ('OK')	text/css	date:Tue,%2003%20Sep%202013%2020:22:26%20GMT	http://connectionpoint4u.com/~connectp/css/style.css	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/css/style.css	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
09:13:52	349/349	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202017%2013:13:51%20GMT	http://connectionpoint4u.com/~connectp/js/jquery-1.6.2.min.js	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/js/jquery-1.6.2.min.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
09:13:56	16386/16386	U--MC-	200	updated ('OK')	text/html	date:Mon,%2014%20Aug%202017%2013:13:52%20GMT	http://connectionpoint4u.com/~connectp/beliefs.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/beliefs.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
09:13:56	15226/15226	U--MC-	200	updated ('OK')	text/html	date:Mon,%2014%20Aug%202017%2013:13:51%20GMT	http://connectionpoint4u.com/~connectp/whattoexpect.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/whattoexpect.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
09:13:57	13471/13471	U--MC-	200	updated ('OK')	text/html	date:Mon,%2014%20Aug%202017%2013:13:52%20GMT	http://connectionpoint4u.com/~connectp/staff.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/staff.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
09:13:57	14599/14599	U--MC-	200	updated ('OK')	text/html	date:Mon,%2014%20Aug%202017%2013:13:51%20GMT	http://connectionpoint4u.com/~connectp/index.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/index.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
09:13:59	3511/3511	U--MC-	200	updated ('OK')	text/html	date:Mon,%2014%20Aug%202017%2013:13:57%20GMT	http://connectionpoint4u.com/~connectp/vision.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/vision.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
09:14:02	16226/16226	U--MC-	200	updated ('OK')	text/html	date:Mon,%2014%20Aug%202017%2013:13:57%20GMT	http://connectionpoint4u.com/~connectp/salvation.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/salvation.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
09:14:02	17843/17843	U--MC-	200	updated ('OK')	text/html	date:Mon,%2014%20Aug%202017%2013:13:57%20GMT	http://connectionpoint4u.com/~connectp/baptism.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/baptism.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
09:14:02	167654/167654	U-----	200	untouched ('')	image/jpeg	date:Tue,%2002%20Feb%202016%2020:00:35%20GMT	http://connectionpoint4u.com/cms-assets/images/310341.cgroups-web.jpg	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/images/310341.cgroups-web.jpg	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
