date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:14:59	2450/2450	------	200	untouched ('')	application/javascript	etag:%227c6e11b-992-4c69baf5a3dc0%22	http://cdn.mybridgeelement.com/js/main_cornerstone.js	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/js/main_cornerstone.js	(from http://connectionpoint4u.com/)
08:14:59	16226/16226	------	200	untouched ('')	application/javascript	etag:%227c6e115-3f62-4c69ab2733300%22	http://cdn.mybridgeelement.com/js/modernizr-2.0.6.min.js	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/js/modernizr-2.0.6.min.js	(from http://connectionpoint4u.com/)
08:14:59	14598/14598	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:30%20GMT	http://connectionpoint4u.com/index.php	D:/Websites/CPC%20Old/connectionpoint4u.com/index-2.html	(from http://connectionpoint4u.com/)
08:14:59	19891/19891	------	200	untouched ('')	image/png	date:Wed,%2025%20Jan%202017%2015:04:49%20GMT	http://connectionpoint4u.com/cms-assets/zoom-cropped-images/464535_165_logo-image.png?rand=0.27698214851389014	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/zoom-cropped-images/464535_165_logo-image84a8.png	(from http://connectionpoint4u.com/)
08:14:59	32410/32410	------	200	untouched ('')	text/javascript	date:Tue,%2001%20Aug%202017%2003:25:32%20GMT	https://www.google-analytics.com/analytics.js	D:/Websites/CPC%20Old/www.google-analytics.com/analytics.js	(from http://connectionpoint4u.com/)
08:14:59	15225/15225	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:33%20GMT	http://connectionpoint4u.com/whattoexpect.php	D:/Websites/CPC%20Old/connectionpoint4u.com/whattoexpect.html	(from http://connectionpoint4u.com/)
08:14:59	13470/13470	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:34%20GMT	http://connectionpoint4u.com/staff.php	D:/Websites/CPC%20Old/connectionpoint4u.com/staff.html	(from http://connectionpoint4u.com/)
08:14:59	16385/16385	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:36%20GMT	http://connectionpoint4u.com/beliefs.php	D:/Websites/CPC%20Old/connectionpoint4u.com/beliefs.html	(from http://connectionpoint4u.com/)
08:15:00	13558/13558	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:38%20GMT	http://connectionpoint4u.com/location2014.php	D:/Websites/CPC%20Old/connectionpoint4u.com/location2014.html	(from http://connectionpoint4u.com/)
08:15:00	17233/17233	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:38%20GMT	http://connectionpoint4u.com/kids.php	D:/Websites/CPC%20Old/connectionpoint4u.com/kids.html	(from http://connectionpoint4u.com/)
08:15:00	12776/12776	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:38%20GMT	http://connectionpoint4u.com/~connectp/smallgroups.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/smallgroups.html	(from http://connectionpoint4u.com/)
08:15:00	14221/14221	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:39%20GMT	http://connectionpoint4u.com/vision.php	D:/Websites/CPC%20Old/connectionpoint4u.com/vision.html	(from http://connectionpoint4u.com/)
08:15:00	12776/12776	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:40%20GMT	http://connectionpoint4u.com/smallgroups.php	D:/Websites/CPC%20Old/connectionpoint4u.com/smallgroups.html	(from http://connectionpoint4u.com/)
08:15:00	16225/16225	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:41%20GMT	http://connectionpoint4u.com/salvation.php	D:/Websites/CPC%20Old/connectionpoint4u.com/salvation.html	(from http://connectionpoint4u.com/)
08:15:00	17842/17842	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:42%20GMT	http://connectionpoint4u.com/baptism.php	D:/Websites/CPC%20Old/connectionpoint4u.com/baptism.html	(from http://connectionpoint4u.com/)
08:15:01	13754/13754	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:42%20GMT	http://connectionpoint4u.com/~connectp/serving.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/serving.html	(from http://connectionpoint4u.com/)
08:15:01	27822/27822	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:42%20GMT	http://connectionpoint4u.com/media.php	D:/Websites/CPC%20Old/connectionpoint4u.com/media.html	(from http://connectionpoint4u.com/)
08:15:01	13433/13433	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:44%20GMT	http://connectionpoint4u.com/contactpage.php	D:/Websites/CPC%20Old/connectionpoint4u.com/contactpage.html	(from http://connectionpoint4u.com/)
08:15:01	21663/21663	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:44%20GMT	http://connectionpoint4u.com/~connectp/takesonetonoone.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/takesonetonoone.html	(from http://connectionpoint4u.com/)
08:15:01	21490/21490	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:51:45%20GMT	http://connectionpoint4u.com/~connectp/head.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/head.html	(from http://connectionpoint4u.com/)
08:15:01	96043/96043	------	200	untouched ('')	image/jpeg	date:Tue,%2020%20Jun%202017%2002:27:07%20GMT	http://connectionpoint4u.com/cms-assets/zoom-cropped-images/464535_174_e8c4cd.jpg?rand=0.07096996162473812	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/zoom-cropped-images/464535_174_e8c4cd99ff.jpg	(from http://connectionpoint4u.com/)
08:15:01	4248/4248	------	200	untouched ('')	image/png	etag:%2286d692e9b9a3fa39%22	https://en.facebookbrand.com/wp-content/uploads/2016/05/FB-fLogo-Blue-broadcast-2.png	D:/Websites/CPC%20Old/en.facebookbrand.com/wp-content/uploads/2016/05/FB-fLogo-Blue-broadcast-2.png	(from http://connectionpoint4u.com/)
08:15:01	8929/8929	------	200	untouched ('')	image/png	date:Tue,%2011%20Apr%202017%2019:03:30%20GMT	http://connectionpoint4u.com/cms-assets/images/464444.igglyphfill.png	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/images/464444.igglyphfill.png	(from http://connectionpoint4u.com/)
08:15:01	3977/3977	------	200	untouched ('')	image/png	date:Fri,%2010%20Jan%202014%2005:05:33%20GMT	http://connectionpoint4u.com/~connectp/cms-assets/images/980189.youtube.png	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/cms-assets/images/980189.youtube.png	(from http://connectionpoint4u.com/)
08:15:01	156/156	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:49%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/sub-content-bg.jpg	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/sub-content-bg.5.delayed	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	29926/29926	------	200	untouched ('')	image/jpeg	etag:%227c6e19d-74e6-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/BG.jpg	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/BG.jpg	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	14949/14949	------	200	untouched ('')	image/png	etag:%227c6e1a1-3a65-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/diag-bg.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/diag-bg.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	159/159	------	200	untouched ('')	image/png	etag:%227c6e18d-9f-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/divider-vertical.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/divider-vertical.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	488/488	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:50%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/dropcap.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/dropcap.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	485/485	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:50%20GMT	http://cdn.mybridgeelement.com/_cornerstone/js/misc/PIE.htc	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/js/misc/PIE.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	492/492	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:51%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/thumb-90x90.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/thumb-90x90.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	492/492	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:51%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/thumb-64x64.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/thumb-64x64.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	6146/6146	------	200	untouched ('')	image/png	etag:%227c6e187-1802-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/scroll-arrows.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/scroll-arrows.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	890/890	------	200	untouched ('')	image/png	etag:%227c6e199-37a-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/BE-slider.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/BE-slider.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	501/501	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:52%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/menu-2col-bg-462x162.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/menu-2col-bg-462x162.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	494/494	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:52%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/thumb-614x270.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/thumb-614x270.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	501/501	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:53%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/menu-3col-bg-298x122.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/menu-3col-bg-298x122.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	501/501	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:53%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/menu-4col-bg-203-122.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/menu-4col-bg-203-122.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	492/492	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:53%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/thumb-78x78.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/thumb-78x78.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	506/506	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:53%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/comment-border-left-right.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/comment-border-left-right.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	499/499	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:54%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/comment-border-top.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/comment-border-top.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	502/502	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:54%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/comment-border-bottom.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/comment-border-bottom.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	494/494	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:54%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/comment-arrow.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/comment-arrow.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	513/513	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:54%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/comment-replay-border-left-right.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/comment-replay-border-left-right.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	498/498	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:54%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/categorie-list-bg.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/categorie-list-bg.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	494/494	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:55%20GMT	http://cdn.mybridgeelement.com/_cornerstone/images/thumb-150x150.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/images/thumb-150x150.html	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	10847/10847	------	200	untouched ('')	image/png	etag:%227c6e19c-2a5f-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/Mask.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/Mask.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	7976/7976	------	200	untouched ('')	image/png	etag:%227c6e18c-1f28-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/MaskContent.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/MaskContent.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	29688/29688	------	200	untouched ('')	image/png	etag:%227c6e1a0-73f8-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/menu-category-bg.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/menu-category-bg.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	956/956	------	200	untouched ('')	image/png	etag:%227c6e184-3bc-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/bullet-arrows.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/bullet-arrows.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	1962/1962	------	200	untouched ('')	image/png	etag:%227c6e192-7aa-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/icon-cloud.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/icon-cloud.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	1600/1600	------	200	untouched ('')	image/png	etag:%227c6e18e-640-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/callendar-events.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/callendar-events.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	2606/2606	------	200	untouched ('')	image/png	etag:%227c6e19a-a2e-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/icon-testimonial.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/icon-testimonial.png	(from http://cdn.mybridgeelement.com/_cornerstone/main.css)
08:15:01	1684/1684	------	200	untouched ('')	image/png	etag:%227c6e195-694-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/media/media_slice.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/media/media_slice.png	(from http://cdn.mybridgeelement.com/_cornerstone/media.css)
08:15:01	487/487	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:57%20GMT	http://cdn.mybridgeelement.com/_cornerstone/media/bigplay.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/media/bigplay.html	(from http://cdn.mybridgeelement.com/_cornerstone/media/mediaelementplayer.min.css)
08:15:01	490/490	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:57%20GMT	http://cdn.mybridgeelement.com/_cornerstone/media/background.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/media/background.html	(from http://cdn.mybridgeelement.com/_cornerstone/media/mediaelementplayer.min.css)
08:15:01	487/487	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:51:57%20GMT	http://cdn.mybridgeelement.com/_cornerstone/media/loading.gif	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/media/loading.html	(from http://cdn.mybridgeelement.com/_cornerstone/media/mediaelementplayer.min.css)
08:15:01	689/689	------	200	untouched ('')	image/png	etag:%227c6e194-2b1-4b5df459b9040%22	http://cdn.mybridgeelement.com/_cornerstone/media/controls.png	D:/Websites/CPC%20Old/cdn.mybridgeelement.com/_cornerstone/media/controls.png	(from http://cdn.mybridgeelement.com/_cornerstone/media/mediaelementplayer.min.css)
08:15:02	54173/54173	------	200	untouched ('')	image/jpeg	date:Sat,%2027%20Jun%202015%2014:55:17%20GMT	http://connectionpoint4u.com/cms-assets/images/832891.coffee-and-donuts.jpg	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/images/832891.coffee-and-donuts.jpg	(from http://connectionpoint4u.com/whattoexpect.php)
08:15:02	33310/33310	------	200	untouched ('')	image/jpeg	date:Wed,%2025%20Jan%202017%2015:24:36%20GMT	http://connectionpoint4u.com/cms-assets/zoom-cropped-images/464537_42_staff-image.jpg?rand=0.3318989708919753	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/zoom-cropped-images/464537_42_staff-imaged4b0.jpg	(from http://connectionpoint4u.com/staff.php)
08:15:02	117472/117472	------	200	untouched ('')	image/png	date:Thu,%2018%20Feb%202016%2019:41:16%20GMT	http://connectionpoint4u.com/cms-assets/zoom-cropped-images/512213_6_e6ca51.png?rand=0.2437370094720524	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/zoom-cropped-images/512213_6_e6ca51baeb.png	(from http://connectionpoint4u.com/location2014.php)
08:15:02	115548/115548	------	200	untouched ('OK')	text/html	date:Mon,%2002%20Sep%202013%2020:56:05%20GMT	http://connectionpoint4u.com/~connectp/cms-assets/zoom-cropped-images/464539_1_e5af7d.13187432-digital-illustration-dna-stru?rand=0.850122133269906	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/cms-assets/zoom-cropped-images/464539_1_e5af7d57b0.html	(from http://connectionpoint4u.com/kids.php)
08:15:02	1150/1150	------	200	untouched ('')	image/x-icon	date:Tue,%2007%20Jan%202014%2014:08:55%20GMT	http://connectionpoint4u.com/~connectp/favicon.ico	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/favicon.ico	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:02	141/141	------	200	untouched ('OK')	text/css	date:Tue,%2003%20Sep%202013%2020:22:26%20GMT	http://connectionpoint4u.com/~connectp/css/style.css	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/css/style.css	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:02	349/349	------	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Aug%202017%2014:52:01%20GMT	http://connectionpoint4u.com/~connectp/js/jquery-1.6.2.min.js	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/js/jquery-1.6.2.min.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:02	14598/14598	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:52:02%20GMT	http://connectionpoint4u.com/~connectp/index.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/index.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:02	15225/15225	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:52:04%20GMT	http://connectionpoint4u.com/~connectp/whattoexpect.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/whattoexpect.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:02	13470/13470	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:52:05%20GMT	http://connectionpoint4u.com/~connectp/staff.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/staff.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:02	16385/16385	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:52:06%20GMT	http://connectionpoint4u.com/~connectp/beliefs.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/beliefs.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:02	13558/13558	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:52:08%20GMT	http://connectionpoint4u.com/~connectp/location2014.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/location2014.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:03	3511/3511	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:52:09%20GMT	http://connectionpoint4u.com/~connectp/vision.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/vision.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:03	16225/16225	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:52:09%20GMT	http://connectionpoint4u.com/~connectp/salvation.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/salvation.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:03	17842/17842	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:52:10%20GMT	http://connectionpoint4u.com/~connectp/baptism.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/baptism.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:03	27822/27822	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:52:10%20GMT	http://connectionpoint4u.com/~connectp/media.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/media.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:03	13433/13433	------	200	untouched ('OK')	text/html	date:Mon,%2007%20Aug%202017%2014:52:12%20GMT	http://connectionpoint4u.com/~connectp/contactpage.php	D:/Websites/CPC%20Old/connectionpoint4u.com/_connectp/contactpage.html	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:03	167654/167654	------	200	untouched ('')	image/jpeg	date:Tue,%2002%20Feb%202016%2020:00:35%20GMT	http://connectionpoint4u.com/cms-assets/images/310341.cgroups-web.jpg	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/images/310341.cgroups-web.jpg	(from http://connectionpoint4u.com/~connectp/smallgroups.php)
08:15:03	285202/285202	------	200	untouched ('')	image/png	date:Thu,%2004%20Feb%202016%2002:30:10%20GMT	http://connectionpoint4u.com/cms-assets/zoom-cropped-images/649834_1_e6ca51.png?rand=0.13595633997128303	D:/Websites/CPC%20Old/connectionpoint4u.com/cms-assets/zoom-cropped-images/649834_1_e6ca51c124.png	(from http://connectionpoint4u.com/vision.php)
